,loan_status,loan_amnt,grade,home_ownership,annual_inc,age,emp_cat,ir_cat
17743,0,9000,A,MORTGAGE,52500,25,0-15,0-8
13167,0,25000,C,RENT,430000,36,0-15,13.5+
19386,0,6600,C,RENT,41000,26,0-15,13.5+
10114,0,9250,A,MORTGAGE,57000,23,0-15,0-8
10630,0,10000,B,OWN,34500,33,0-15,11-Aug
10919,0,8000,A,RENT,45000,32,0-15,0-8
1610,0,6925,B,RENT,25000,21,0-15,11-13.5
5729,0,14000,B,RENT,88000,24,0-15,11-Aug
409,0,12000,D,RENT,95000,23,0-15,13.5+
17730,0,14000,A,MORTGAGE,49000,26,15-30,0-8
18710,0,3500,C,RENT,48000,23,0-15,13.5+
13573,0,5000,A,RENT,25000,24,0-15,Missing
11213,0,24000,B,MORTGAGE,268000,41,0-15,11-Aug
27035,0,5000,A,MORTGAGE,105000,26,0-15,0-8
8384,0,12000,B,RENT,40000,38,15-30,11-Aug
327,0,3000,A,MORTGAGE,65000,27,15-30,0-8
28275,0,8000,C,RENT,39000,27,0-15,11-13.5
23594,0,9000,D,RENT,88115,30,0-15,13.5+
27034,0,10000,C,RENT,30000,22,0-15,11-13.5
10148,0,10000,A,MORTGAGE,102000,22,15-30,0-8
20604,0,10000,B,MORTGAGE,76000,27,0-15,11-Aug
20872,0,15000,B,MORTGAGE,81120,23,0-15,11-Aug
8714,0,10000,A,RENT,20000,22,0-15,0-8
17608,0,25000,F,RENT,97000,37,0-15,13.5+
5896,0,15000,D,MORTGAGE,102000,30,0-15,13.5+
3475,0,4800,A,RENT,47664,21,0-15,0-8
14586,0,3000,C,RENT,30000,47,0-15,11-13.5
3951,0,12000,A,RENT,63000,32,0-15,0-8
21935,0,6000,A,RENT,54981,45,0-15,Missing
18983,0,22000,B,MORTGAGE,150000,25,0-15,11-Aug
3408,0,6650,A,RENT,34000,25,0-15,11-Aug
10621,0,12000,B,RENT,1.00E+05,41,0-15,11-Aug
4749,0,12500,B,RENT,31000,23,0-15,11-Aug
5928,0,6000,C,OWN,50000,29,0-15,13.5+
12006,0,7475,A,MORTGAGE,40500,36,0-15,0-8
20856,0,12500,C,MORTGAGE,60000,22,0-15,11-13.5
9562,0,2000,A,OWN,24000,32,0-15,0-8
26717,0,8000,C,RENT,50000,31,0-15,Missing
4640,0,11875,B,RENT,50000,25,0-15,11-Aug
28412,0,12000,D,RENT,27000,29,0-15,11-13.5
1178,0,16000,A,MORTGAGE,1.00E+05,45,15-30,0-8
20536,0,24250,D,RENT,140000,27,0-15,13.5+
6267,0,11000,A,MORTGAGE,80000,30,0-15,Missing
26046,0,14400,D,OWN,44700,24,0-15,13.5+
26910,0,11200,C,MORTGAGE,72800,24,45+,13.5+
3661,0,9600,C,RENT,40000,26,0-15,13.5+
5462,0,15000,A,RENT,35000,25,0-15,0-8
26157,0,8000,A,RENT,37050,32,0-15,0-8
28958,0,25000,B,MORTGAGE,78000,25,0-15,11-Aug
19306,0,6000,C,RENT,40000,27,0-15,11-13.5
16128,0,15000,A,RENT,74872,29,0-15,0-8
9423,0,2500,A,RENT,16560,28,Missing,0-8
10693,0,4000,C,RENT,45000,25,0-15,13.5+
8434,0,20000,B,RENT,160000,26,0-15,11-Aug
28881,0,15000,A,RENT,77000,31,0-15,11-Aug
3374,0,9000,A,RENT,38400,24,0-15,0-8
19721,0,12250,B,MORTGAGE,47540,22,0-15,11-Aug
21777,0,3000,B,RENT,42000,28,0-15,11-Aug
8763,0,2000,C,RENT,67000,26,0-15,Missing
7947,0,9800,A,MORTGAGE,140004,27,15-30,0-8
23017,0,10000,C,OWN,35000,29,0-15,11-13.5
20004,0,10000,B,OWN,55000,29,0-15,11-13.5
19069,0,10000,B,MORTGAGE,70000,36,15-30,11-Aug
9397,0,4800,A,OWN,28000,33,0-15,0-8
3260,0,12000,A,MORTGAGE,240000,29,15-30,0-8
9413,0,5600,B,MORTGAGE,33000,30,0-15,11-Aug
24392,0,6000,C,RENT,59363,32,0-15,11-13.5
21195,0,8000,B,RENT,40000,27,0-15,11-Aug
1696,0,13000,A,OWN,53100,26,0-15,0-8
554,0,12375,C,RENT,36000,36,15-30,13.5+
7843,0,6400,B,RENT,65000,24,0-15,11-Aug
7411,0,10000,A,MORTGAGE,48000,24,0-15,0-8
11543,0,1500,A,RENT,22800,40,0-15,0-8
14476,0,8000,A,MORTGAGE,61000,22,0-15,0-8
18612,0,8000,A,RENT,126252,36,15-30,0-8
17963,0,12800,B,RENT,85000,32,0-15,11-Aug
20580,0,2400,B,RENT,21360,30,0-15,11-Aug
11270,0,12000,A,RENT,62400,23,0-15,0-8
3638,0,4800,A,RENT,55000,37,0-15,11-Aug
24470,0,13000,D,MORTGAGE,91000,32,0-15,13.5+
10044,0,24000,A,RENT,81000,38,0-15,11-Aug
11186,0,2500,A,MORTGAGE,103000,22,Missing,Missing
23847,0,12500,C,RENT,41000,23,0-15,13.5+
844,0,3300,B,RENT,90000,21,0-15,11-13.5
5146,0,3000,A,RENT,52000,23,0-15,0-8
6878,0,15350,A,MORTGAGE,80000,32,0-15,11-Aug
21219,0,14000,C,MORTGAGE,90000,38,0-15,11-13.5
21847,0,11000,A,RENT,39500,23,0-15,Missing
26250,0,12000,E,RENT,50004,23,0-15,13.5+
16495,0,14000,A,RENT,105000,24,0-15,0-8
13823,0,6800,A,MORTGAGE,44000,30,0-15,0-8
12958,0,25000,C,MORTGAGE,168000,31,0-15,11-13.5
9758,0,10100,B,RENT,50400,38,0-15,11-13.5
24024,0,20000,B,RENT,57492,33,0-15,11-13.5
27640,0,10000,A,MORTGAGE,66000,31,15-30,Missing
6021,0,3000,A,MORTGAGE,45600,27,0-15,0-8
13030,0,2000,A,MORTGAGE,44000,24,0-15,0-8
17554,0,12000,A,MORTGAGE,46400,29,0-15,0-8
11430,0,10000,D,RENT,30000,28,0-15,13.5+
22053,0,4750,B,RENT,14040,26,0-15,11-Aug
24030,0,12800,C,RENT,70000,28,0-15,13.5+
7574,0,18000,A,MORTGAGE,51996,21,0-15,11-Aug
5699,0,5000,B,MORTGAGE,58560,25,0-15,11-Aug
20743,0,15000,B,MORTGAGE,61400,31,15-30,11-Aug
14181,0,15000,E,RENT,55000,28,0-15,13.5+
20631,0,4000,B,MORTGAGE,46500,22,0-15,11-Aug
4592,0,10000,B,MORTGAGE,43200,23,0-15,11-13.5
12088,0,6800,A,MORTGAGE,63000,23,15-30,0-8
7424,0,6000,A,MORTGAGE,1.00E+05,41,0-15,11-Aug
2992,0,5000,A,OWN,60000,23,0-15,0-8
7501,0,10000,A,RENT,90000,23,0-15,0-8
16352,0,8000,F,RENT,41000,21,0-15,13.5+
21914,0,8000,C,RENT,28800,30,0-15,11-13.5
5505,0,20000,A,MORTGAGE,60000,29,0-15,0-8
20188,0,4000,B,MORTGAGE,130000,26,0-15,11-Aug
8876,0,3600,A,RENT,32000,24,0-15,0-8
25280,0,8000,A,MORTGAGE,30000,25,30-45,11-Aug
15991,0,16000,A,RENT,170000,27,0-15,0-8
12635,0,3000,A,MORTGAGE,30000,28,0-15,0-8
26281,0,3800,C,RENT,36996,50,0-15,11-13.5
17351,0,12000,A,RENT,1.00E+05,30,0-15,0-8
9635,0,10000,A,RENT,78204,23,0-15,0-8
3122,0,10000,A,RENT,20000,22,Missing,0-8
10607,0,15000,A,MORTGAGE,180000,29,0-15,0-8
9252,0,5000,A,RENT,39000,25,0-15,0-8
23288,0,8000,B,RENT,62000,33,0-15,11-13.5
18974,0,24250,C,MORTGAGE,92004,26,0-15,13.5+
18775,0,5500,A,MORTGAGE,126000,27,15-30,0-8
9065,0,4500,A,MORTGAGE,99000,29,30-45,0-8
5149,0,5500,A,MORTGAGE,57000,35,0-15,0-8
27208,0,12000,C,MORTGAGE,66504,26,0-15,11-13.5
27876,0,12000,C,RENT,60000,34,0-15,11-13.5
26559,0,24000,E,MORTGAGE,79996,23,0-15,13.5+
13752,0,7000,B,MORTGAGE,39300,22,0-15,11-Aug
26303,0,10000,A,MORTGAGE,48000,36,15-30,11-Aug
20304,0,14000,C,RENT,140000,22,0-15,11-13.5
12582,0,12000,A,OWN,154000,35,0-15,0-8
18255,0,2500,B,RENT,42000,23,0-15,11-13.5
12323,0,12000,A,RENT,47256,29,0-15,0-8
18787,0,10000,A,MORTGAGE,103000,28,0-15,0-8
23561,0,11500,C,MORTGAGE,65000,38,0-15,13.5+
14451,0,10000,A,MORTGAGE,129700,27,0-15,0-8
20952,0,4000,D,RENT,50000,23,0-15,13.5+
7070,0,4025,A,MORTGAGE,106000,36,0-15,0-8
22434,0,11500,A,RENT,74500,32,0-15,0-8
18123,0,6250,D,RENT,28500,22,0-15,13.5+
13369,0,4800,C,MORTGAGE,36000,23,0-15,11-13.5
22475,0,6000,D,MORTGAGE,30000,32,0-15,13.5+
6760,0,11200,A,RENT,110000,24,0-15,0-8
17686,0,8000,C,RENT,50000,27,0-15,13.5+
16465,0,5500,B,RENT,30000,22,0-15,11-13.5
27127,0,5000,C,RENT,33000,21,0-15,11-13.5
9146,0,6200,A,RENT,72000,22,0-15,0-8
2787,0,2850,A,MORTGAGE,87120,33,0-15,0-8
78,0,6000,C,RENT,50000,29,0-15,11-13.5
15962,0,21600,A,MORTGAGE,58000,36,0-15,0-8
17179,0,10000,C,RENT,70000,35,0-15,13.5+
26144,0,3250,A,MORTGAGE,40000,26,0-15,0-8
10488,0,7000,A,OWN,120000,29,0-15,11-Aug
21665,0,8000,C,RENT,48000,25,0-15,11-13.5
15338,0,7000,A,RENT,55000,22,0-15,0-8
27561,0,11000,A,MORTGAGE,82000,21,0-15,Missing
21406,0,13050,D,MORTGAGE,140000,26,0-15,13.5+
5981,0,2000,B,MORTGAGE,56000,24,0-15,11-Aug
13261,0,20000,C,RENT,1.00E+05,25,0-15,11-13.5
7469,0,20000,B,MORTGAGE,226000,26,0-15,11-13.5
14025,0,7575,A,MORTGAGE,81500,22,0-15,0-8
24589,0,20000,B,MORTGAGE,84000,29,0-15,11-13.5
24450,0,11000,A,MORTGAGE,59000,37,0-15,Missing
27821,0,5500,C,RENT,28089,28,0-15,11-13.5
21918,0,7500,C,RENT,26400,23,0-15,11-13.5
18940,0,1500,D,RENT,96000,26,0-15,Missing
12779,0,21000,B,MORTGAGE,90000,21,0-15,Missing
23515,0,17000,B,MORTGAGE,46654.4,35,15-30,11-13.5
12874,0,1500,C,RENT,28000,23,0-15,13.5+
26882,0,5275,C,RENT,50000,31,0-15,11-13.5
16874,0,18250,B,RENT,35004,24,0-15,11-13.5
26423,0,9000,C,MORTGAGE,40000,33,0-15,11-13.5
7198,0,8500,B,MORTGAGE,54000,24,0-15,11-Aug
8308,0,10200,C,RENT,1.00E+05,24,0-15,11-13.5
7251,0,5000,D,MORTGAGE,165000,30,0-15,13.5+
3555,0,10000,A,RENT,80004,24,0-15,0-8
13359,0,18000,B,MORTGAGE,46028.1,27,0-15,11-Aug
12302,0,18000,B,MORTGAGE,134748,31,15-30,11-Aug
21202,0,1000,B,OWN,14400,30,0-15,11-Aug
6917,0,8000,D,RENT,43000,30,0-15,13.5+
20023,0,25000,B,MORTGAGE,59000,25,0-15,11-Aug
25348,0,1200,B,RENT,13000,24,0-15,11-13.5
2295,0,30000,A,RENT,80000,34,0-15,0-8
4332,0,2500,B,MORTGAGE,68000,28,0-15,11-13.5
21725,0,25000,D,RENT,132250,30,0-15,13.5+
24725,0,10000,A,MORTGAGE,54996,25,0-15,11-Aug
11142,0,13000,A,RENT,87000,25,0-15,0-8
22877,0,14000,B,RENT,169000,22,0-15,11-13.5
9371,0,8000,B,RENT,95000,31,0-15,Missing
20599,0,3000,A,RENT,60000,23,0-15,0-8
19451,0,5000,B,RENT,38300,32,0-15,11-Aug
9790,0,24000,A,OWN,80256,30,0-15,0-8
9968,0,5000,A,MORTGAGE,82500,23,0-15,11-Aug
16555,0,3000,C,RENT,15000,27,0-15,11-13.5
23191,0,24250,B,MORTGAGE,140000,26,0-15,11-13.5
801,0,12000,A,MORTGAGE,35000,36,0-15,11-Aug
22060,0,10000,A,RENT,42000,24,0-15,0-8
3999,0,7200,B,MORTGAGE,58000,25,0-15,11-13.5
288,0,24000,A,OWN,75000,23,0-15,0-8
22986,0,7500,C,MORTGAGE,35000,22,0-15,13.5+
5219,0,10000,A,MORTGAGE,150000,25,15-30,0-8
13089,0,25000,D,MORTGAGE,174996,29,0-15,13.5+
13376,0,20000,D,MORTGAGE,120000,28,0-15,13.5+
28543,0,10000,A,RENT,30000,31,0-15,11-Aug
15425,0,3000,B,MORTGAGE,50000,28,0-15,11-Aug
5590,0,6000,C,MORTGAGE,58000,35,0-15,11-13.5
6564,0,9350,A,RENT,50000,22,0-15,0-8
15345,0,12000,A,MORTGAGE,84000,43,0-15,0-8
4701,0,23450,A,MORTGAGE,95000,28,0-15,0-8
12257,0,5625,C,RENT,25000,24,0-15,11-13.5
17654,0,10000,A,MORTGAGE,59004,36,0-15,0-8
15813,0,9600,D,RENT,52000,31,0-15,13.5+
1720,0,12000,C,RENT,72000,28,0-15,13.5+
1992,0,5200,B,RENT,36850,22,0-15,11-13.5
11476,0,30000,A,MORTGAGE,128474,22,0-15,0-8
18336,0,18000,A,MORTGAGE,95004,25,15-30,0-8
16802,0,8000,C,RENT,126000,23,0-15,11-13.5
11814,0,14400,A,MORTGAGE,1.00E+05,27,0-15,Missing
27689,0,15000,C,RENT,160000,29,0-15,11-13.5
11022,0,6625,E,MORTGAGE,36000,33,0-15,13.5+
24279,0,5000,C,RENT,27396,30,0-15,Missing
18476,0,4800,A,RENT,44000,27,0-15,0-8
21106,0,10000,B,MORTGAGE,36000,26,15-30,11-Aug
20970,0,10000,B,MORTGAGE,69000,28,45+,11-Aug
7392,0,9000,B,RENT,44000,26,0-15,11-Aug
28178,0,15000,D,RENT,49992,30,0-15,11-13.5
26508,0,10000,A,RENT,84996,33,15-30,0-8
25206,0,9000,D,MORTGAGE,62256,30,0-15,13.5+
21324,0,5600,A,RENT,30000,27,0-15,Missing
14354,0,16750,D,RENT,39996,35,0-15,13.5+
20252,0,4800,B,RENT,30000,23,0-15,Missing
17682,0,8400,A,MORTGAGE,55704,28,15-30,0-8
1428,0,10200,A,MORTGAGE,64000,30,0-15,0-8
6148,0,5000,A,MORTGAGE,54000,24,0-15,0-8
20636,0,8000,A,MORTGAGE,75000,25,0-15,0-8
18278,0,8100,A,MORTGAGE,124000,29,15-30,0-8
21697,0,11000,B,OWN,56700,29,0-15,11-Aug
15638,0,3000,A,RENT,84000,25,0-15,0-8
19315,0,12800,D,RENT,75000,34,0-15,13.5+
8815,0,7500,B,RENT,35000,25,0-15,11-Aug
27316,0,11200,C,RENT,75000,30,0-15,11-13.5
16809,0,1200,A,OWN,32000,36,0-15,0-8
1746,0,6400,A,RENT,37000,23,0-15,Missing
22979,0,2500,D,OWN,41000,22,0-15,13.5+
8476,0,9000,A,OWN,69000,23,0-15,0-8
12977,0,8125,C,RENT,30000,23,0-15,11-13.5
19147,0,4800,C,RENT,40800,24,0-15,13.5+
23555,0,4000,C,RENT,21300,30,0-15,11-13.5
20725,0,3500,A,RENT,21600,21,0-15,0-8
2408,0,2850,C,RENT,19200,22,0-15,13.5+
16661,0,9000,A,OWN,84000,35,0-15,0-8
18995,0,7500,A,MORTGAGE,59436,25,0-15,0-8
20471,0,3000,A,RENT,67000,32,0-15,0-8
26039,0,14400,C,RENT,60996,23,0-15,11-13.5
1687,0,2400,B,MORTGAGE,78000,23,0-15,11-13.5
3728,0,5500,B,MORTGAGE,85000,37,0-15,11-13.5
499,0,10375,C,RENT,35000,27,0-15,13.5+
18154,0,4000,A,RENT,50004,24,0-15,0-8
27711,0,4200,B,OWN,57000,23,15-30,11-Aug
6288,0,6000,B,MORTGAGE,64000,22,0-15,11-Aug
7730,0,7000,A,RENT,50000,23,0-15,Missing
27571,0,20000,B,RENT,60000,27,15-30,11-Aug
27221,0,15000,C,MORTGAGE,128500,25,0-15,11-13.5
928,0,3825,C,RENT,26000,26,0-15,13.5+
28925,0,12950,B,MORTGAGE,92000,23,0-15,11-Aug
17231,0,6000,B,OWN,69000,28,0-15,11-13.5
14470,0,20000,D,MORTGAGE,75000,25,0-15,13.5+
18354,0,10000,C,RENT,30000,30,0-15,Missing
3674,0,8150,D,RENT,66500,24,0-15,13.5+
25888,0,17000,C,RENT,65000,26,0-15,11-13.5
16346,0,12000,C,RENT,96000,30,0-15,11-13.5
8953,0,7000,A,MORTGAGE,30000,32,15-30,0-8
6177,0,8000,C,RENT,30000,26,0-15,11-13.5
14234,0,9800,B,MORTGAGE,102000,24,0-15,11-Aug
15603,0,10000,B,MORTGAGE,46000,24,0-15,11-Aug
15018,0,8500,B,RENT,43000,37,0-15,11-Aug
27625,0,5375,B,MORTGAGE,92904,38,0-15,11-Aug
23119,0,14000,C,MORTGAGE,74000,30,15-30,13.5+
1099,0,10000,A,MORTGAGE,60000,24,15-30,0-8
20366,0,5000,A,RENT,20743,31,0-15,0-8
4189,0,8000,A,MORTGAGE,150000,24,0-15,11-Aug
15354,0,14000,A,MORTGAGE,1.00E+05,23,0-15,0-8
23529,0,6000,B,RENT,57016.44,34,0-15,11-13.5
27383,0,2000,C,OWN,40000,24,0-15,11-13.5
14078,0,4000,A,MORTGAGE,51540,29,0-15,0-8
19224,0,15250,E,RENT,37200,23,0-15,13.5+
8392,0,6000,C,RENT,24000,24,Missing,11-13.5
7869,0,9000,C,RENT,62532,29,0-15,11-13.5
28379,0,15000,B,RENT,62400,24,15-30,11-Aug
24524,0,6000,B,MORTGAGE,60000,26,0-15,11-13.5
19617,0,1000,C,RENT,28800,41,0-15,Missing
22647,0,10000,A,OWN,72000,27,0-15,11-Aug
17755,0,7200,B,MORTGAGE,45000,23,0-15,11-13.5
5788,0,10000,D,RENT,45000,36,0-15,13.5+
253,0,10000,C,RENT,84000,25,0-15,Missing
1255,0,4000,A,MORTGAGE,89000,30,0-15,0-8
1508,0,3000,B,RENT,105000,32,0-15,Missing
18203,0,8500,C,RENT,25200,21,0-15,13.5+
25810,0,7700,C,RENT,96408,24,0-15,11-13.5
24307,0,7000,C,OWN,65004,23,0-15,11-13.5
1559,0,7000,A,MORTGAGE,70000,30,0-15,11-Aug
5280,0,3250,B,MORTGAGE,49272,27,0-15,Missing
22633,0,3000,B,OWN,30000,23,0-15,11-13.5
1673,0,10000,B,RENT,70000,22,0-15,11-13.5
19826,0,10000,D,RENT,40000,33,0-15,13.5+
22624,0,24000,C,RENT,78000,23,0-15,13.5+
6765,0,19200,B,MORTGAGE,104740,21,0-15,11-13.5
26422,0,9500,B,RENT,72000,29,0-15,11-13.5
5138,0,8000,B,MORTGAGE,101000,32,0-15,11-13.5
16520,0,10000,B,MORTGAGE,43344,28,0-15,11-13.5
10067,0,12000,B,RENT,30000,22,0-15,11-Aug
12340,0,14500,C,OWN,58000,31,0-15,11-13.5
4148,0,10500,A,MORTGAGE,70000,23,Missing,0-8
26629,0,6400,C,RENT,56000,34,0-15,Missing
24294,0,18550,B,RENT,43000,22,0-15,11-13.5
9638,0,7200,A,MORTGAGE,113676,24,0-15,0-8
22505,0,15000,F,MORTGAGE,125000,23,0-15,13.5+
5854,0,7000,B,OWN,75000,26,15-30,11-Aug
20908,0,2500,A,MORTGAGE,65000,24,0-15,0-8
19470,0,8000,A,MORTGAGE,85100,28,0-15,0-8
8666,0,1800,B,RENT,34000,21,0-15,11-13.5
3318,0,14000,A,MORTGAGE,60000,25,0-15,0-8
24871,0,6000,B,MORTGAGE,36000,22,0-15,11-13.5
27870,0,4000,F,MORTGAGE,40900,23,0-15,Missing
941,0,9000,C,RENT,40000,29,0-15,13.5+
12816,0,12000,B,MORTGAGE,54996,22,0-15,11-Aug
10717,0,23000,D,RENT,1.00E+05,24,0-15,13.5+
27119,0,7500,D,OWN,60000,27,0-15,13.5+
5268,0,7000,B,RENT,32000,21,0-15,11-13.5
25158,0,1000,B,MORTGAGE,32198.4,23,0-15,11-Aug
10219,0,24000,A,RENT,67000,28,0-15,0-8
11117,0,12000,B,RENT,59000,22,15-30,11-Aug
8188,0,6400,A,RENT,80000,24,0-15,0-8
27754,0,3000,B,RENT,55000,39,0-15,11-Aug
13177,0,14000,B,RENT,82000,40,0-15,11-Aug
869,0,12000,B,MORTGAGE,50000,27,0-15,11-13.5
8142,0,3000,A,RENT,30000,24,0-15,0-8
9481,0,8875,B,MORTGAGE,72500,31,0-15,11-13.5
26335,0,4000,D,OWN,22000,21,0-15,13.5+
382,0,16000,B,MORTGAGE,55000,30,0-15,Missing
19611,0,3000,C,RENT,40800,27,Missing,11-13.5
8905,0,3000,A,RENT,68000,30,0-15,0-8
6181,0,3000,B,RENT,14400,35,0-15,Missing
5775,0,8000,F,MORTGAGE,79985,33,0-15,13.5+
17624,0,1500,B,MORTGAGE,21408,40,Missing,11-13.5
12969,0,6000,A,RENT,63550,33,0-15,Missing
8523,0,20000,C,MORTGAGE,52000,22,0-15,13.5+
26518,0,13000,A,MORTGAGE,42000,22,0-15,Missing
23054,0,14550,A,RENT,80409,46,0-15,11-Aug
23692,0,19000,C,RENT,96000,26,0-15,11-13.5
7536,0,12000,C,OWN,116000,28,0-15,11-13.5
6296,0,4750,A,RENT,15000,26,0-15,11-Aug
407,0,7000,B,RENT,52000,23,0-15,11-Aug
20474,0,7000,B,RENT,22680,24,0-15,11-Aug
13870,0,5600,B,RENT,60000,21,0-15,11-Aug
317,0,6500,B,RENT,42000,20,0-15,11-13.5
7994,0,30000,D,RENT,112260,29,0-15,13.5+
12718,0,4000,B,RENT,57000,22,0-15,Missing
20418,0,6500,A,RENT,32000,23,0-15,0-8
3561,0,10000,A,MORTGAGE,78000,23,0-15,0-8
17616,0,14400,B,OWN,41604,22,0-15,Missing
7250,0,18000,A,MORTGAGE,153600,25,0-15,0-8
1400,0,8000,B,RENT,36000,31,0-15,11-Aug
645,0,4000,A,MORTGAGE,62000,23,0-15,11-Aug
25230,0,1400,C,OWN,4888,53,0-15,Missing
24373,0,15000,B,RENT,49000,25,0-15,11-13.5
17560,0,6000,A,RENT,59000,29,0-15,0-8
4459,0,9975,D,RENT,79000,40,0-15,13.5+
6975,0,14000,A,MORTGAGE,2.00E+05,36,0-15,0-8
28761,0,8400,A,MORTGAGE,38100,32,0-15,11-Aug
24631,0,1675,A,RENT,20000,22,0-15,0-8
11289,0,10000,D,MORTGAGE,1.00E+05,26,0-15,13.5+
13477,0,10000,B,RENT,43000,24,0-15,11-Aug
4335,0,30000,A,MORTGAGE,94000,29,0-15,0-8
181,0,12000,A,MORTGAGE,56000,24,15-30,Missing
21103,0,7500,B,RENT,33000,22,0-15,Missing
14174,0,20400,A,RENT,50000,33,0-15,0-8
26228,0,6000,B,RENT,35004,23,0-15,Missing
12467,0,4800,D,RENT,14004,36,0-15,13.5+
16876,0,10000,A,MORTGAGE,84500,23,0-15,0-8
21927,0,20000,C,MORTGAGE,1.00E+05,31,0-15,11-13.5
9492,0,15000,A,RENT,230000,32,0-15,0-8
7624,0,15000,B,MORTGAGE,39000,35,0-15,11-Aug
634,0,24000,B,MORTGAGE,80000,23,0-15,11-13.5
11883,0,14400,A,RENT,82000,23,0-15,0-8
111,0,6000,B,MORTGAGE,87000,24,0-15,11-Aug
23728,0,20000,E,RENT,112000,25,0-15,13.5+
1240,0,6000,A,RENT,34000,38,15-30,0-8
20021,0,7500,B,MORTGAGE,31600,31,0-15,11-13.5
14766,0,6000,B,RENT,36000,50,0-15,Missing
6683,0,4400,B,MORTGAGE,80000,28,0-15,Missing
16922,0,7200,C,RENT,70000,30,0-15,Missing
21648,0,19000,E,RENT,50000,28,0-15,13.5+
1734,0,17000,D,RENT,90000,26,0-15,13.5+
5972,0,6000,A,MORTGAGE,2.00E+05,37,0-15,0-8
22372,0,15000,B,RENT,44000,27,0-15,11-13.5
18337,0,6000,C,MORTGAGE,74778,28,0-15,13.5+
27154,0,10000,A,RENT,120000,25,0-15,11-Aug
13481,0,12000,A,MORTGAGE,63000,22,0-15,0-8
14418,0,8500,A,OWN,24000,27,0-15,0-8
9677,0,9000,A,OWN,72000,24,15-30,0-8
19041,0,14000,A,MORTGAGE,141996,25,0-15,0-8
24856,0,12000,B,MORTGAGE,62000,26,0-15,Missing
8801,0,35000,E,MORTGAGE,3.00E+05,37,15-30,13.5+
27546,0,10000,E,RENT,55008,24,0-15,13.5+
18626,0,6000,B,RENT,36000,21,0-15,11-13.5
3441,0,35000,B,MORTGAGE,139000,35,0-15,11-13.5
15320,0,20000,B,RENT,72000,27,0-15,11-Aug
27063,0,10000,A,RENT,50000,22,0-15,11-Aug
13185,0,8000,B,RENT,43000,33,0-15,11-Aug
11737,0,8000,A,MORTGAGE,69936,27,0-15,0-8
2475,0,15000,C,MORTGAGE,75000,28,0-15,13.5+
16920,0,1200,D,RENT,45000,23,0-15,13.5+
22823,0,7500,C,OWN,40000,24,0-15,11-13.5
14198,0,9000,B,MORTGAGE,60000,24,0-15,Missing
4919,0,2500,A,MORTGAGE,34000,25,0-15,0-8
13182,0,6000,A,RENT,50000,23,0-15,0-8
4087,0,3000,B,RENT,60000,27,0-15,11-13.5
7552,0,3050,A,RENT,24000,23,0-15,0-8
23114,0,22000,C,RENT,60000,24,0-15,13.5+
10152,0,2200,B,MORTGAGE,58788,35,0-15,11-13.5
26522,0,5000,A,RENT,50000,25,0-15,Missing
17604,0,6600,A,RENT,52000,24,0-15,Missing
24901,0,7000,A,RENT,180000,33,0-15,0-8
11747,0,4500,C,OWN,25000,31,0-15,Missing
19983,0,12000,A,MORTGAGE,50000,31,0-15,0-8
1182,0,11200,B,RENT,83000,35,15-30,11-Aug
5016,0,8000,A,MORTGAGE,51000,28,15-30,0-8
453,0,9600,C,MORTGAGE,156000,26,0-15,13.5+
23274,0,6000,B,RENT,22500,29,0-15,11-13.5
10891,0,1500,A,OWN,10980,24,0-15,0-8
25639,0,3100,A,MORTGAGE,56004,27,0-15,11-Aug
14462,0,6000,A,OWN,24000,30,Missing,0-8
23656,0,12000,B,MORTGAGE,2.00E+05,25,0-15,11-13.5
21240,0,3900,A,MORTGAGE,52000,22,0-15,0-8
24598,0,20000,C,MORTGAGE,98000,23,15-30,13.5+
20873,0,10000,B,RENT,60000,23,0-15,11-Aug
10490,0,6400,A,MORTGAGE,45000,32,0-15,0-8
27398,0,5000,C,RENT,120000,25,0-15,13.5+
7365,0,4800,C,RENT,29000,22,0-15,11-13.5
675,0,10000,B,RENT,50000,23,0-15,11-Aug
9741,0,24000,A,RENT,150000,23,0-15,0-8
15454,0,5000,B,MORTGAGE,93600,22,15-30,11-Aug
26605,0,10000,C,MORTGAGE,40000,22,0-15,Missing
22250,0,4000,A,OWN,99500,36,0-15,0-8
19604,0,19200,B,MORTGAGE,114000,42,0-15,11-13.5
8297,0,5000,C,RENT,38000,24,0-15,13.5+
23209,0,10000,A,RENT,38000,38,0-15,11-Aug
12421,0,7000,A,RENT,65000,26,0-15,Missing
24072,0,18000,C,RENT,65000,25,0-15,Missing
4343,0,8800,B,MORTGAGE,109000,24,0-15,11-13.5
15357,0,5000,A,RENT,25000,23,0-15,0-8
12041,0,10000,B,RENT,50000,23,0-15,11-Aug
15378,0,16000,B,MORTGAGE,97000,35,0-15,11-Aug
1912,0,12000,B,RENT,60000,30,0-15,11-13.5
15294,0,1500,B,RENT,20004,23,0-15,11-Aug
20976,0,6000,B,RENT,19200,21,0-15,11-Aug
18191,0,7200,B,RENT,74076,31,0-15,Missing
10845,0,3000,B,RENT,35000,22,0-15,Missing
12906,0,1200,A,MORTGAGE,40800,24,15-30,Missing
15989,0,4500,D,RENT,47360,33,0-15,13.5+
19622,0,9000,A,RENT,37200,31,0-15,0-8
15560,0,13000,A,RENT,75000,23,0-15,0-8
